 variables = "x", "y", "z", "rhoi", "vxi", "vyi", "vzi", "pi", "tracei", "rhoe",
  "vxe", "vye",   "vze", "pe", "tracee", "bx", "by", "bz", "ex", "ey", "ez", "co
 rpotB", "corpotE", "rhoiRe", "rhoiIm", "mxiRe", "mxiIm", "myiRe", "myiIm", "mzi
 Re", "mziIm", "ergiRe", "ergiIm", "rhoeRe", "rhoeIm", "mxeRe", "mxeIm", "myeRe"
 , "myeIm", "mzeRe", "mzeIm", "ergeRe", "ergeIm", "bxRe", "bxIm", "byRe" "byIm",
  "bzRe", "bzIm", "exRe", "exIm", "eyRe", "eyIm", "ezRe", "ezIm"
 zone i =         4000  j =            1  k =            1  f = point
 0.439250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903804E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995775E+0000 0.244235E-0001 0.903259E+0000 0.000000E+0000 0.000000E+0000 0.265269E+0001 -.995775E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.423515E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.679398E+0000 -.679398E+0000 0.902732E-0001 0.902732E-0001 0.274586E+0000 -.274586E+0000 -.705082E-0002 0.705082E-0002 -.148543E+0001 -.148543E+0001 -.302406E-0002 -.302406E-0002 -.214035E-0001 -.214035E-0001 0.151159E-0001 -.151159E-0001 0.388276E-0001 -.388276E-0001 -.836511E+0000 -.836511E+0000 -.321360E-0001 -.321360E-0001 0.218878E-0001 -.218878E-0001 0.330834E-0001 -.330834E-0001 -.126747E+0000 -.126747E+0000 -.144866E+0000 0.144866E+0000 0.254249E-0003 -.254249E-0003
 0.439750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903803E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995775E+0000 0.244235E-0001 0.903258E+0000 0.000000E+0000 0.000000E+0000 0.265269E+0001 -.995774E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.426680E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.682122E+0000 -.682122E+0000 0.890306E-0001 0.890306E-0001 0.268724E+0000 -.268724E+0000 -.706617E-0002 0.706617E-0002 -.149277E+0001 -.149277E+0001 -.300022E-0002 -.300022E-0002 -.215195E-0001 -.215195E-0001 0.148050E-0001 -.148050E-0001 0.389482E-0001 -.389482E-0001 -.830160E+0000 -.830160E+0000 -.322143E-0001 -.322143E-0001 0.216402E-0001 -.216402E-0001 0.332492E-0001 -.332492E-0001 -.126133E+0000 -.126133E+0000 -.143818E+0000 0.143818E+0000 0.251646E-0003 -.251646E-0003
 0.440250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903802E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995774E+0000 0.244235E-0001 0.903258E+0000 0.000000E+0000 0.000000E+0000 0.265269E+0001 -.995773E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.429857E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.684644E+0000 -.684644E+0000 0.877309E-0001 0.877309E-0001 0.262846E+0000 -.262846E+0000 -.708110E-0002 0.708110E-0002 -.149970E+0001 -.149970E+0001 -.297648E-0002 -.297648E-0002 -.216335E-0001 -.216335E-0001 0.144939E-0001 -.144939E-0001 0.390655E-0001 -.390655E-0001 -.823832E+0000 -.823832E+0000 -.322846E-0001 -.322846E-0001 0.213914E-0001 -.213914E-0001 0.334116E-0001 -.334116E-0001 -.125510E+0000 -.125510E+0000 -.142775E+0000 0.142775E+0000 0.249037E-0003 -.249037E-0003
 0.440750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903801E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995773E+0000 0.244235E-0001 0.903257E+0000 0.000000E+0000 0.000000E+0000 0.265269E+0001 -.995773E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.433062E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.686962E+0000 -.686962E+0000 0.863732E-0001 0.863732E-0001 0.256954E+0000 -.256954E+0000 -.709560E-0002 0.709560E-0002 -.150621E+0001 -.150621E+0001 -.295284E-0002 -.295284E-0002 -.217455E-0001 -.217455E-0001 0.141826E-0001 -.141826E-0001 0.391796E-0001 -.391796E-0001 -.817529E+0000 -.817529E+0000 -.323465E-0001 -.323465E-0001 0.211413E-0001 -.211413E-0001 0.335708E-0001 -.335708E-0001 -.124869E+0000 -.124869E+0000 -.141735E+0000 0.141735E+0000 0.246425E-0003 -.246425E-0003
 0.441250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903799E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995772E+0000 0.244235E-0001 0.903257E+0000 0.000000E+0000 0.000000E+0000 0.265269E+0001 -.995772E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.436318E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.689074E+0000 -.689074E+0000 0.849571E-0001 0.849571E-0001 0.251048E+0000 -.251048E+0000 -.710966E-0002 0.710966E-0002 -.151229E+0001 -.151229E+0001 -.292931E-0002 -.292931E-0002 -.218555E-0001 -.218555E-0001 0.138711E-0001 -.138711E-0001 0.392904E-0001 -.392904E-0001 -.811251E+0000 -.811251E+0000 -.323996E-0001 -.323996E-0001 0.208899E-0001 -.208899E-0001 0.337266E-0001 -.337266E-0001 -.124211E+0000 -.124211E+0000 -.140700E+0000 0.140700E+0000 0.243807E-0003 -.243807E-0003
 0.441750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903798E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995771E+0000 0.244235E-0001 0.903256E+0000 0.000000E+0000 0.000000E+0000 0.265269E+0001 -.995771E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.439655E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.690980E+0000 -.690980E+0000 0.834831E-0001 0.834831E-0001 0.245133E+0000 -.245133E+0000 -.712328E-0002 0.712328E-0002 -.151796E+0001 -.151796E+0001 -.290588E-0002 -.290588E-0002 -.219634E-0001 -.219634E-0001 0.135595E-0001 -.135595E-0001 0.393979E-0001 -.393979E-0001 -.804999E+0000 -.804999E+0000 -.324448E-0001 -.324448E-0001 0.206371E-0001 -.206371E-0001 0.338791E-0001 -.338791E-0001 -.123547E+0000 -.123547E+0000 -.139669E+0000 0.139669E+0000 0.241184E-0003 -.241184E-0003
 0.442250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903796E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995771E+0000 0.244236E-0001 0.903256E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995770E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.443108E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.692684E+0000 -.692684E+0000 0.819524E-0001 0.819524E-0001 0.239208E+0000 -.239208E+0000 -.713645E-0002 0.713645E-0002 -.152320E+0001 -.152320E+0001 -.288256E-0002 -.288256E-0002 -.220693E-0001 -.220693E-0001 0.132479E-0001 -.132479E-0001 0.395021E-0001 -.395021E-0001 -.798773E+0000 -.798773E+0000 -.324830E-0001 -.324830E-0001 0.203829E-0001 -.203829E-0001 0.340282E-0001 -.340282E-0001 -.122880E+0000 -.122880E+0000 -.138641E+0000 0.138641E+0000 0.238553E-0003 -.238553E-0003
 0.442750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903794E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995770E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995769E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.446718E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.694184E+0000 -.694184E+0000 0.803651E-0001 0.803651E-0001 0.233277E+0000 -.233277E+0000 -.714917E-0002 0.714917E-0002 -.152803E+0001 -.152803E+0001 -.285934E-0002 -.285934E-0002 -.221731E-0001 -.221731E-0001 0.129361E-0001 -.129361E-0001 0.396030E-0001 -.396030E-0001 -.792574E+0000 -.792574E+0000 -.325151E-0001 -.325151E-0001 0.201273E-0001 -.201273E-0001 0.341741E-0001 -.341741E-0001 -.122220E+0000 -.122220E+0000 -.137618E+0000 0.137618E+0000 0.235917E-0003 -.235917E-0003
 0.443250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903792E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995769E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995769E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.450526E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.695465E+0000 -.695465E+0000 0.787140E-0001 0.787140E-0001 0.227342E+0000 -.227342E+0000 -.716144E-0002 0.716144E-0002 -.153241E+0001 -.153241E+0001 -.283622E-0002 -.283622E-0002 -.222749E-0001 -.222749E-0001 0.126242E-0001 -.126242E-0001 0.397006E-0001 -.397006E-0001 -.786401E+0000 -.786401E+0000 -.325415E-0001 -.325415E-0001 0.198703E-0001 -.198703E-0001 0.343165E-0001 -.343165E-0001 -.121564E+0000 -.121564E+0000 -.136600E+0000 0.136600E+0000 0.233275E-0003 -.233275E-0003
 0.443750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903790E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995768E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995768E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.454574E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.696483E+0000 -.696483E+0000 0.769868E-0001 0.769868E-0001 0.221404E+0000 -.221404E+0000 -.717324E-0002 0.717324E-0002 -.153623E+0001 -.153623E+0001 -.281321E-0002 -.281321E-0002 -.223746E-0001 -.223746E-0001 0.123123E-0001 -.123123E-0001 0.397949E-0001 -.397949E-0001 -.780255E+0000 -.780255E+0000 -.325622E-0001 -.325622E-0001 0.196118E-0001 -.196118E-0001 0.344557E-0001 -.344557E-0001 -.120909E+0000 -.120909E+0000 -.135585E+0000 0.135585E+0000 0.230629E-0003 -.230629E-0003
 0.444250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903788E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995767E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995767E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.458666E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.697321E+0000 -.697321E+0000 0.751969E-0001 0.751969E-0001 0.215467E+0000 -.215467E+0000 -.718458E-0002 0.718458E-0002 -.153973E+0001 -.153973E+0001 -.279030E-0002 -.279030E-0002 -.224723E-0001 -.224723E-0001 0.120003E-0001 -.120003E-0001 0.398858E-0001 -.398858E-0001 -.774134E+0000 -.774134E+0000 -.325751E-0001 -.325751E-0001 0.193520E-0001 -.193520E-0001 0.345915E-0001 -.345915E-0001 -.120256E+0000 -.120256E+0000 -.134574E+0000 0.134574E+0000 0.227985E-0003 -.227985E-0003
 0.444750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903786E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995767E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995766E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.462518E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.698021E+0000 -.698021E+0000 0.733880E-0001 0.733880E-0001 0.209530E+0000 -.209530E+0000 -.719545E-0002 0.719545E-0002 -.154294E+0001 -.154294E+0001 -.276750E-0002 -.276750E-0002 -.225678E-0001 -.225678E-0001 0.116883E-0001 -.116883E-0001 0.399735E-0001 -.399735E-0001 -.768040E+0000 -.768040E+0000 -.325773E-0001 -.325773E-0001 0.190906E-0001 -.190906E-0001 0.347240E-0001 -.347240E-0001 -.119615E+0000 -.119615E+0000 -.133568E+0000 0.133568E+0000 0.225341E-0003 -.225341E-0003
 0.445250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903784E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995766E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995765E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.466059E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.698485E+0000 -.698485E+0000 0.715077E-0001 0.715077E-0001 0.203598E+0000 -.203598E+0000 -.720585E-0002 0.720585E-0002 -.154562E+0001 -.154562E+0001 -.274479E-0002 -.274479E-0002 -.226613E-0001 -.226613E-0001 0.113762E-0001 -.113762E-0001 0.400578E-0001 -.400578E-0001 -.761971E+0000 -.761971E+0000 -.325683E-0001 -.325683E-0001 0.188278E-0001 -.188278E-0001 0.348530E-0001 -.348530E-0001 -.118991E+0000 -.118991E+0000 -.132565E+0000 0.132565E+0000 0.222694E-0003 -.222694E-0003
 0.445750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903782E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995765E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265270E+0001 -.995765E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.469275E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.698740E+0000 -.698740E+0000 0.695705E-0001 0.695705E-0001 0.197671E+0000 -.197671E+0000 -.721578E-0002 0.721578E-0002 -.154789E+0001 -.154789E+0001 -.272218E-0002 -.272218E-0002 -.227526E-0001 -.227526E-0001 0.110642E-0001 -.110642E-0001 0.401387E-0001 -.401387E-0001 -.755927E+0000 -.755927E+0000 -.325497E-0001 -.325497E-0001 0.185633E-0001 -.185633E-0001 0.349787E-0001 -.349787E-0001 -.118387E+0000 -.118387E+0000 -.131566E+0000 0.131566E+0000 0.220041E-0003 -.220041E-0003
 0.446250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903779E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995764E+0000 0.244236E-0001 0.903255E+0000 0.000000E+0000 0.000000E+0000 0.265271E+0001 -.995764E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.472168E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.698797E+0000 -.698797E+0000 0.675789E-0001 0.675789E-0001 0.191752E+0000 -.191752E+0000 -.722523E-0002 0.722523E-0002 -.154976E+0001 -.154976E+0001 -.269967E-0002 -.269967E-0002 -.228418E-0001 -.228418E-0001 0.107522E-0001 -.107522E-0001 0.402164E-0001 -.402164E-0001 -.749907E+0000 -.749907E+0000 -.325232E-0001 -.325232E-0001 0.182973E-0001 -.182973E-0001 0.351010E-0001 -.351010E-0001 -.117802E+0000 -.117802E+0000 -.130571E+0000 0.130571E+0000 0.217382E-0003 -.217382E-0003
 0.446750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903777E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995763E+0000 0.244236E-0001 0.903256E+0000 0.000000E+0000 0.000000E+0000 0.265271E+0001 -.995763E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.474749E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.698665E+0000 -.698665E+0000 0.655318E-0001 0.655318E-0001 0.185843E+0000 -.185843E+0000 -.723422E-0002 0.723422E-0002 -.155124E+0001 -.155124E+0001 -.267725E-0002 -.267725E-0002 -.229290E-0001 -.229290E-0001 0.104401E-0001 -.104401E-0001 0.402907E-0001 -.402907E-0001 -.743910E+0000 -.743910E+0000 -.324902E-0001 -.324902E-0001 0.180296E-0001 -.180296E-0001 0.352198E-0001 -.352198E-0001 -.117238E+0000 -.117238E+0000 -.129579E+0000 0.129579E+0000 0.214717E-0003 -.214717E-0003
 0.447250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903775E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995762E+0000 0.244236E-0001 0.903256E+0000 0.000000E+0000 0.000000E+0000 0.265271E+0001 -.995762E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.477033E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.698347E+0000 -.698347E+0000 0.634323E-0001 0.634323E-0001 0.179945E+0000 -.179945E+0000 -.724273E-0002 0.724273E-0002 -.155234E+0001 -.155234E+0001 -.265492E-0002 -.265492E-0002 -.230140E-0001 -.230140E-0001 0.101281E-0001 -.101281E-0001 0.403616E-0001 -.403616E-0001 -.737935E+0000 -.737935E+0000 -.324510E-0001 -.324510E-0001 0.177603E-0001 -.177603E-0001 0.353353E-0001 -.353353E-0001 -.116696E+0000 -.116696E+0000 -.128591E+0000 0.128591E+0000 0.212048E-0003 -.212048E-0003
 0.447750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903772E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995762E+0000 0.244236E-0001 0.903257E+0000 0.000000E+0000 0.000000E+0000 0.265271E+0001 -.995761E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.479044E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.697848E+0000 -.697848E+0000 0.612851E-0001 0.612851E-0001 0.174060E+0000 -.174060E+0000 -.725077E-0002 0.725077E-0002 -.155307E+0001 -.155307E+0001 -.263268E-0002 -.263268E-0002 -.230968E-0001 -.230968E-0001 0.981620E-0002 -.981620E-0002 0.404292E-0001 -.404292E-0001 -.731981E+0000 -.731981E+0000 -.324074E-0001 -.324074E-0001 0.174893E-0001 -.174893E-0001 0.354472E-0001 -.354472E-0001 -.116183E+0000 -.116183E+0000 -.127605E+0000 0.127605E+0000 0.209371E-0003 -.209371E-0003
 0.448250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903769E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995761E+0000 0.244236E-0001 0.903258E+0000 0.000000E+0000 0.000000E+0000 0.265271E+0001 -.995761E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.480804E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.697171E+0000 -.697171E+0000 0.590930E-0001 0.590930E-0001 0.168191E+0000 -.168191E+0000 -.725834E-0002 0.725834E-0002 -.155343E+0001 -.155343E+0001 -.261051E-0002 -.261051E-0002 -.231776E-0001 -.231776E-0001 0.950431E-0002 -.950431E-0002 0.404934E-0001 -.404934E-0001 -.726047E+0000 -.726047E+0000 -.323595E-0001 -.323595E-0001 0.172167E-0001 -.172167E-0001 0.355557E-0001 -.355557E-0001 -.115708E+0000 -.115708E+0000 -.126623E+0000 0.126623E+0000 0.206694E-0003 -.206694E-0003
 0.448750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903767E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995760E+0000 0.244237E-0001 0.903259E+0000 0.000000E+0000 0.000000E+0000 0.265271E+0001 -.995760E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.482340E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.696325E+0000 -.696325E+0000 0.568574E-0001 0.568574E-0001 0.162339E+0000 -.162339E+0000 -.726545E-0002 0.726545E-0002 -.155344E+0001 -.155344E+0001 -.258842E-0002 -.258842E-0002 -.232561E-0001 -.232561E-0001 0.919251E-0002 -.919251E-0002 0.405543E-0001 -.405543E-0001 -.720130E+0000 -.720130E+0000 -.323086E-0001 -.323086E-0001 0.169425E-0001 -.169425E-0001 0.356606E-0001 -.356606E-0001 -.115280E+0000 -.115280E+0000 -.125643E+0000 0.125643E+0000 0.204007E-0003 -.204007E-0003
 0.449250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903764E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995759E+0000 0.244237E-0001 0.903260E+0000 0.000000E+0000 0.000000E+0000 0.265272E+0001 -.995759E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.483679E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.695317E+0000 -.695317E+0000 0.545793E-0001 0.545793E-0001 0.156506E+0000 -.156506E+0000 -.727209E-0002 0.727209E-0002 -.155312E+0001 -.155312E+0001 -.256640E-0002 -.256640E-0002 -.233325E-0001 -.233325E-0001 0.888080E-0002 -.888080E-0002 0.406118E-0001 -.406118E-0001 -.714229E+0000 -.714229E+0000 -.322568E-0001 -.322568E-0001 0.166667E-0001 -.166667E-0001 0.357620E-0001 -.357620E-0001 -.114904E+0000 -.114904E+0000 -.124665E+0000 0.124665E+0000 0.201318E-0003 -.201318E-0003
 0.449750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903761E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995758E+0000 0.244237E-0001 0.903262E+0000 0.000000E+0000 0.000000E+0000 0.265272E+0001 -.995758E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.484849E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.694155E+0000 -.694155E+0000 0.522611E-0001 0.522611E-0001 0.150693E+0000 -.150693E+0000 -.727829E-0002 0.727829E-0002 -.155248E+0001 -.155248E+0001 -.254443E-0002 -.254443E-0002 -.234068E-0001 -.234068E-0001 0.856920E-0002 -.856920E-0002 0.406660E-0001 -.406660E-0001 -.708340E+0000 -.708340E+0000 -.322070E-0001 -.322070E-0001 0.163893E-0001 -.163893E-0001 0.358600E-0001 -.358600E-0001 -.114567E+0000 -.114567E+0000 -.123689E+0000 0.123689E+0000 0.198616E-0003 -.198616E-0003
 0.450250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903758E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995758E+0000 0.244237E-0001 0.903264E+0000 0.000000E+0000 0.000000E+0000 0.265272E+0001 -.995757E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.485878E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.692844E+0000 -.692844E+0000 0.499059E-0001 0.499059E-0001 0.144902E+0000 -.144902E+0000 -.728404E-0002 0.728404E-0002 -.155154E+0001 -.155154E+0001 -.252252E-0002 -.252252E-0002 -.234788E-0001 -.234788E-0001 0.825774E-0002 -.825774E-0002 0.407168E-0001 -.407168E-0001 -.702462E+0000 -.702462E+0000 -.321630E-0001 -.321630E-0001 0.161104E-0001 -.161104E-0001 0.359543E-0001 -.359543E-0001 -.114258E+0000 -.114258E+0000 -.122714E+0000 0.122714E+0000 0.195908E-0003 -.195908E-0003
 0.450750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903755E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995757E+0000 0.244237E-0001 0.903266E+0000 0.000000E+0000 0.000000E+0000 0.265272E+0001 -.995756E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.486793E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.691390E+0000 -.691390E+0000 0.475167E-0001 0.475167E-0001 0.139134E+0000 -.139134E+0000 -.728936E-0002 0.728936E-0002 -.155030E+0001 -.155030E+0001 -.250065E-0002 -.250065E-0002 -.235487E-0001 -.235487E-0001 0.794645E-0002 -.794645E-0002 0.407642E-0001 -.407642E-0001 -.696594E+0000 -.696594E+0000 -.321290E-0001 -.321290E-0001 0.158301E-0001 -.158301E-0001 0.360451E-0001 -.360451E-0001 -.113976E+0000 -.113976E+0000 -.121741E+0000 0.121741E+0000 0.193186E-0003 -.193186E-0003
 0.451250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903752E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995756E+0000 0.244237E-0001 0.903268E+0000 0.000000E+0000 0.000000E+0000 0.265272E+0001 -.995756E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.487622E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.689801E+0000 -.689801E+0000 0.450956E-0001 0.450956E-0001 0.133391E+0000 -.133391E+0000 -.729424E-0002 0.729424E-0002 -.154878E+0001 -.154878E+0001 -.247882E-0002 -.247882E-0002 -.236163E-0001 -.236163E-0001 0.763533E-0002 -.763533E-0002 0.408082E-0001 -.408082E-0001 -.690734E+0000 -.690734E+0000 -.321076E-0001 -.321076E-0001 0.155487E-0001 -.155487E-0001 0.361323E-0001 -.361323E-0001 -.113724E+0000 -.113724E+0000 -.120769E+0000 0.120769E+0000 0.190462E-0003 -.190462E-0003
 0.451750E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903749E+0000 0.000000E+0000 0.000000E+0000 0.265113E+0001 -.995755E+0000 0.244237E-0001 0.903270E+0000 0.000000E+0000 0.000000E+0000 0.265273E+0001 -.995755E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.488388E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.688081E+0000 -.688081E+0000 0.426442E-0001 0.426442E-0001 0.127674E+0000 -.127674E+0000 -.729870E-0002 0.729870E-0002 -.154699E+0001 -.154699E+0001 -.245703E-0002 -.245703E-0002 -.236818E-0001 -.236818E-0001 0.732442E-0002 -.732442E-0002 0.408488E-0001 -.408488E-0001 -.684882E+0000 -.684882E+0000 -.320991E-0001 -.320991E-0001 0.152661E-0001 -.152661E-0001 0.362160E-0001 -.362160E-0001 -.113508E+0000 -.113508E+0000 -.119797E+0000 0.119797E+0000 0.187731E-0003 -.187731E-0003
 0.452250E+0000 0.100000E+0001 0.100000E+0001 0.244158E+0001 0.903745E+0000 0.000000E+0000 0.000000E+0000 0.265114E+0001 -.995754E+0000 0.244237E-0001 0.903273E+0000 0.000000E+0000 0.000000E+0000 0.265273E+0001 -.995754E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 -.489115E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 -.686238E+0000 -.686238E+0000 0.401641E-0001 0.401641E-0001 0.121985E+0000 -.121985E+0000 -.730273E-0002 0.730273E-0002 -.154494E+0001 -.154494E+0001 -.243527E-0002 -.243527E-0002 -.237450E-0001 -.237450E-0001 0.701374E-0002 -.701374E-0002 0.408860E-0001 -.408860E-0001 -.679034E+0000 -.679034E+0000 -.321045E-0001 -.321045E-0001 0.149826E-0001 -.149826E-0001 0.362960E-0001 -.362960E-0001 -.113334E+0000 -.113334E+0000 -.118825E+0000 0.118825E+0000 0.185000E-0003 -.185000E-0003
